0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,95
1,94
2,93
3,92
3,91
4,90
4,90
5,89
7,88
8,87
10,85
12,83
13,82
14,81
17,78
18,76
21,71
24,67
25,65
28,62
30,61
31,59
33,57
35,57
36,55
39,53
40,52
42,50
42,48
44,47
47,42
48,40
50,38
53,35
54,33
55,33
56,31
57,31
57,31
59,30
59,30
59,30
59,30
59,30
59,30
59,30
59,30
60,30
60,30
60,30
60,30
60,30
60,30
60,30
60,30
60,30
60,30
60,30
60,30
60,30
60,30
60,30
60,30
60,30
60,30
60,30
61,30
64,30
65,30
66,30
68,29
70,28
71,28
72,28
72,27
73,26
73,26
74,26
74,25
75,24
76,23
76,22
76,21
76,21
77,20
77,19
78,19
79,18
79,18
80,18
81,17
81,17
83,16
84,16
85,15
86,15
87,15
87,14
89,13
89,13
89,13
90,13
90,13
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
91,12
